customer_id,order_date,amount,channel
C00023,2025-10-14,4823.0,App
C00023,2025-11-01,2720.0,App
C00023,2025-12-28,4664.0,App
C00023,2026-02-20,2193.0,App
C00024,2025-04-11,2181.0,App
C00024,2025-08-17,4369.0,Web
C00024,2025-11-19,3329.0,Web
C00024,2025-12-10,1797.0,Web
C00024,2025-12-21,2930.0,Web
C00024,2026-02-10,5889.0,Web
C00025,2025-03-19,3076.0,Web
C00025,2025-05-17,3635.0,Web
C00025,2025-07-28,7894.0,App
C00025,2025-08-15,1995.0,App
C00026,2025-04-22,4544.0,App
C00026,2025-06-07,5974.0,Web
C00026,2025-11-02,3398.0,Web
C00026,2025-11-23,3661.0,Web
C00026,2026-02-15,3835.0,App
C00026,2026-05-13,2200.0,Web
C00026,2026-07-11,6515.0,App
C00027,2025-07-21,1912.0,App
C00028,2025-05-20,7737.0,Web
C00028,2025-06-23,6029.0,Web
C00028,2025-07-07,9159.0,Web
C00028,2025-07-11,7894.0,Web
C00028,2025-08-17,6432.0,App
C00028,2025-08-21,5210.0,App
C00028,2025-10-04,8264.0,App
C00028,2025-10-13,4922.0,App
C00028,2025-10-17,8739.0,Web
C00028,2025-10-28,18868.0,Web
C00028,2025-11-13,12070.0,Web
C00028,2025-12-01,9676.0,Web
C00028,2025-12-26,7303.0,Web
C00028,2026-01-14,3818.0,Web
C00028,2026-03-05,4737.0,Web
C00028,2026-03-20,11789.0,Web
C00028,2026-04-09,5707.0,App
C00028,2026-04-28,5891.0,App
C00028,2026-05-01,7101.0,Store
C00028,2026-05-07,5189.0,App
C00028,2026-05-24,4898.0,App
C00028,2026-06-15,7393.0,Web
C00028,2026-06-17,5508.0,App
C00028,2026-08-08,5806.0,Web
C00029,2025-05-10,3585.0,Web
C00029,2025-06-19,4298.0,Web
C00029,2025-08-13,6250.0,Web
C00029,2025-09-07,4214.0,App
C00029,2025-09-30,3784.0,Web
C00029,2025-12-30,4263.0,App
C00029,2026-01-22,2775.0,Web
C00029,2026-02-08,5410.0,App
C00029,2026-04-01,2259.0,Web
C00029,2026-04-26,3864.0,Web
C00029,2026-06-27,6254.0,Web
C00030,2025-06-20,1303.0,Web
C00030,2025-07-03,3218.0,Web
C00030,2025-08-13,1320.0,Web
C00031,2025-10-05,4378.0,Store
C00031,2025-12-09,1627.0,App
C00031,2026-01-20,2928.0,Store
C00032,2025-04-25,2832.0,Web
C00032,2025-05-28,5304.0,Web
C00032,2025-08-14,2275.0,App
C00032,2025-08-16,3075.0,Web
C00032,2025-10-26,3435.0,Web
C00032,2026-01-18,6383.0,Web
C00033,2026-07-08,2354.0,Web
C00033,2026-08-02,2508.0,Store
C00034,2025-03-29,9057.0,Web
C00034,2025-04-21,4662.0,Web
C00034,2025-05-07,12536.0,Web
C00034,2025-05-23,3870.0,Web
C00034,2025-06-09,4813.0,Web
C00034,2025-08-07,8164.0,Store
C00034,2025-08-08,12631.0,Web
C00034,2025-11-07,7877.0,Web
C00034,2025-11-16,8590.0,Web
C00034,2025-11-26,7098.0,Web
C00034,2025-12-10,4925.0,Web
C00034,2025-12-13,5942.0,Web
C00034,2025-12-31,4616.0,Web
C00035,2025-05-21,1086.0,Web
C00035,2025-06-14,1815.0,Store
C00035,2025-06-23,3559.0,Store
C00036,2025-08-09,6331.0,Web
C00036,2025-10-01,2614.0,App
C00036,2025-10-08,2601.0,Web
C00036,2025-10-15,3412.0,Web
C00036,2025-10-22,3025.0,Web
C00036,2025-11-04,6243.0,Web
C00036,2026-01-25,5312.0,App
C00036,2026-02-16,7164.0,Web
C00036,2026-02-19,5409.0,App
C00036,2026-03-17,5017.0,Web
C00036,2026-04-25,7458.0,App
C00036,2026-06-06,5570.0,Web
C00036,2026-06-18,4743.0,Store
C00037,2025-05-19,6216.0,Store
C00037,2025-06-12,6294.0,Web
C00037,2025-08-17,5261.0,App
C00037,2025-09-03,4167.0,Web
C00037,2025-09-23,4001.0,Web
C00037,2025-12-12,2671.0,Web
C00037,2026-01-30,3344.0,App
C00037,2026-02-27,3599.0,App
C00037,2026-03-13,2944.0,Web
C00037,2026-04-02,5504.0,Web
C00037,2026-04-09,7449.0,Web
C00037,2026-05-19,3210.0,App
C00037,2026-06-07,5170.0,App
C00038,2025-06-21,3200.0,App
C00038,2025-07-14,3069.0,Store
C00038,2025-07-28,3645.0,Web
C00039,2026-06-27,3993.0,App
C00039,2026-07-13,4267.0,App
C00040,2025-04-22,1697.0,Web
C00040,2025-05-09,2302.0,App
C00040,2025-06-04,3503.0,Store
C00041,2025-06-09,7686.0,Web
C00041,2025-06-19,10236.0,Web
C00041,2025-07-09,5615.0,Web
C00041,2025-07-27,5662.0,Store
C00041,2025-08-04,7517.0,App
C00041,2025-08-20,8158.0,Store
C00041,2025-09-05,5287.0,Web
C00041,2025-10-09,6872.0,App
C00041,2025-11-03,6826.0,App
C00041,2025-12-01,3249.0,App
C00041,2026-01-04,6533.0,Store
C00042,2025-07-22,2241.0,App
C00042,2025-11-26,1856.0,App
C00042,2025-12-27,4055.0,Web
C00042,2026-02-08,1430.0,Web
C00043,2025-03-26,2302.0,Web
C00043,2025-04-27,2274.0,Web
C00043,2025-06-13,2366.0,Web
C00043,2025-06-16,4398.0,App
C00043,2025-11-27,2017.0,App
C00043,2026-03-01,3714.0,Web
C00043,2026-04-06,4426.0,App
C00043,2026-05-07,3040.0,Web
C00044,2026-08-02,2466.0,Web
C00045,2025-05-24,2168.0,Web
C00045,2025-07-16,2324.0,Web
C00045,2025-08-31,2459.0,Store
C00045,2025-09-09,3721.0,Web
C00045,2026-04-14,5776.0,Store
C00045,2026-04-25,5079.0,App
C00046,2025-05-02,9131.0,Web
C00046,2025-05-27,3122.0,Web
C00046,2025-08-25,3760.0,Web
C00046,2025-11-30,3786.0,App
C00046,2026-01-02,2681.0,App
C00046,2026-02-12,2280.0,Web
C00046,2026-05-03,8218.0,Web
C00046,2026-06-04,4968.0,App
C00047,2025-05-13,12450.0,Web
C00047,2025-05-15,8530.0,Store
C00047,2025-07-22,22165.0,Web
C00047,2025-08-06,4647.0,Web
C00047,2025-09-09,5542.0,App
C00047,2025-09-23,8168.0,Web
C00047,2025-10-16,8107.0,Web
C00047,2025-11-02,13960.0,Web
C00047,2025-11-21,5583.0,Web
C00047,2026-01-01,9683.0,App
C00048,2026-06-16,2427.0,App
C00048,2026-06-23,2733.0,App
C00049,2025-05-25,3359.0,Web
C00049,2025-06-11,1328.0,Web
C00049,2025-07-05,2019.0,App
C00050,2025-04-09,3917.0,App
C00050,2025-05-20,9083.0,App
C00050,2025-06-12,3469.0,App
C00050,2025-07-01,3516.0,Web
C00050,2025-07-18,4381.0,Web
C00050,2025-09-29,5447.0,Web
C00050,2025-10-09,3868.0,App
C00050,2025-11-23,2459.0,Store
C00050,2026-01-07,3265.0,Web
C00050,2026-03-05,7706.0,App
C00050,2026-03-29,4756.0,Web
C00050,2026-06-22,5528.0,Web
C00051,2025-03-09,5815.0,App
C00051,2025-04-20,3279.0,Store
C00051,2025-05-24,4904.0,App
C00051,2025-06-26,3823.0,App
C00051,2025-08-17,4670.0,Web
C00051,2025-08-31,4177.0,Web
C00051,2025-09-18,2042.0,Web
C00051,2025-09-26,7229.0,App
C00051,2025-10-11,4468.0,Web
C00051,2025-12-18,3802.0,App
C00051,2026-02-06,3689.0,Web
C00051,2026-05-24,5327.0,Web
C00052,2025-04-05,7044.0,Web
C00052,2025-04-24,4460.0,App
C00052,2025-05-05,7386.0,App
C00052,2025-05-06,4216.0,Web
C00052,2025-05-27,9055.0,App
C00052,2025-06-09,8589.0,Web
C00052,2025-06-12,14672.0,Web
C00052,2025-06-17,10124.0,App
C00052,2025-07-15,6489.0,Web
C00052,2025-07-18,10019.0,App
C00052,2025-07-28,4614.0,Web
C00052,2025-09-17,5373.0,Web
C00052,2025-10-08,8455.0,Web
C00052,2025-11-02,3535.0,App
C00052,2025-11-14,7427.0,App
C00052,2025-11-17,5265.0,App
C00052,2025-12-04,7796.0,Store
C00052,2025-12-10,5160.0,App
C00052,2025-12-15,8729.0,App
C00052,2025-12-31,7576.0,Web
C00052,2026-01-06,12284.0,Store
C00052,2026-01-20,7542.0,App
C00052,2026-01-28,5750.0,App
C00052,2026-02-11,6902.0,Web
C00052,2026-02-21,4701.0,Web
C00052,2026-03-07,8674.0,App
C00052,2026-04-14,9250.0,Web
C00052,2026-05-09,17857.0,Web
C00052,2026-05-22,6053.0,Store
C00052,2026-06-25,6851.0,Web
C00052,2026-07-15,6151.0,Web
C00052,2026-08-17,8105.0,Web
C00052,2026-08-21,8600.0,Web
C00052,2026-08-27,7385.0,App
C00053,2025-09-19,3296.0,Web
C00053,2025-12-03,4860.0,Web
C00053,2025-12-18,4552.0,Web
C00053,2026-01-05,2944.0,Web
C00053,2026-02-08,2777.0,Web
C00053,2026-05-25,1446.0,App
C00053,2026-06-22,1966.0,Web
C00053,2026-08-12,3650.0,Web
C00054,2025-06-22,2761.0,Web
C00055,2025-03-09,2320.0,App
C00055,2025-04-01,3716.0,Web
C00055,2025-08-08,7050.0,App
C00055,2025-08-17,6567.0,Web
C00055,2025-11-19,3719.0,Web
C00055,2026-01-27,3895.0,Web
C00056,2025-03-08,2112.0,Web
C00056,2025-06-06,1056.0,Web
C00056,2025-06-07,2552.0,App
C00056,2025-09-14,4455.0,Store
C00056,2025-10-12,2698.0,Web
C00056,2025-12-09,4536.0,Web
C00056,2026-02-26,3382.0,Web
C00057,2025-03-23,3203.0,Store
C00057,2025-06-11,3749.0,App
C00057,2025-07-04,3920.0,Web
C00058,2025-04-26,2988.0,Web
C00058,2025-05-26,1814.0,App
C00058,2025-07-09,4653.0,Web
C00059,2025-06-08,2857.0,Web
C00059,2025-06-27,1313.0,Web
C00059,2025-10-02,3040.0,Web
C00059,2025-10-16,3822.0,App
C00059,2025-12-06,3623.0,App
C00059,2026-01-07,8476.0,Web
C00059,2026-03-08,3611.0,App
C00059,2026-04-21,6565.0,App
C00059,2026-06-18,4581.0,Web
C00059,2026-07-01,4538.0,Web
C00059,2026-07-08,3305.0,Web
C00060,2025-03-01,3560.0,Web
C00060,2025-03-15,3476.0,Web
C00060,2025-04-09,2763.0,Web
C00060,2025-04-27,2533.0,Web
C00060,2025-06-28,4269.0,App
C00060,2025-08-25,3641.0,App
C00060,2025-09-11,7187.0,Web
C00060,2025-10-12,5190.0,App
C00060,2025-12-01,5132.0,App
C00060,2026-01-11,3429.0,Web
C00060,2026-02-24,4397.0,Web
C00060,2026-03-10,5333.0,Web
C00060,2026-06-13,6147.0,Web
C00061,2025-07-08,3920.0,Web
C00061,2025-09-08,2400.0,Web
C00061,2025-09-26,3107.0,Web
C00062,2025-07-23,3154.0,App
C00062,2025-08-27,2430.0,Web
C00062,2025-09-18,2602.0,App
C00063,2025-07-11,2485.0,Web
C00063,2025-07-26,2648.0,App
C00064,2025-04-29,3412.0,Web
C00064,2025-08-14,4646.0,Web
C00064,2025-09-07,2029.0,App
C00064,2025-12-31,2474.0,App
C00064,2026-03-31,3429.0,Web
C00065,2025-07-20,5778.0,Web
C00065,2025-07-27,2417.0,App
C00065,2025-08-30,3597.0,Web
C00066,2025-04-06,3139.0,App
C00066,2025-05-06,2846.0,App
C00066,2025-07-12,1486.0,Web
C00067,2025-06-21,3885.0,Web
C00067,2025-07-18,2316.0,Web
C00067,2025-07-31,2335.0,Web
C00068,2026-07-28,8142.0,Web
C00068,2026-08-11,2899.0,App
C00069,2025-05-09,15989.0,Web
C00069,2025-05-24,7781.0,App
C00069,2025-06-10,4966.0,Web
C00069,2025-07-29,8015.0,Store
C00069,2025-08-21,4688.0,App
C00069,2025-08-31,4946.0,App
C00069,2025-10-09,5227.0,App
C00069,2025-11-04,6441.0,App
C00069,2025-11-14,10445.0,App
C00069,2025-12-19,9213.0,Web
C00069,2025-12-23,9036.0,Web
C00069,2025-12-29,5122.0,App
C00069,2026-01-01,6226.0,Web
C00069,2026-01-03,8276.0,Web
C00069,2026-02-06,6039.0,App
C00069,2026-02-23,6826.0,Web
C00069,2026-02-26,8782.0,Web
C00069,2026-03-13,6660.0,App
C00069,2026-04-10,8144.0,Web
C00069,2026-04-18,13140.0,App
C00069,2026-04-30,7085.0,Web
C00069,2026-06-22,11370.0,App
C00069,2026-07-04,9152.0,App
C00069,2026-07-08,4503.0,Web
C00069,2026-07-18,5116.0,Web
C00069,2026-07-21,5621.0,Web
C00069,2026-08-14,5579.0,Web
C00069,2026-08-21,7291.0,Web
C00070,2025-07-15,6163.0,Web
C00070,2025-08-25,5583.0,Web
C00070,2025-10-13,7718.0,Web
C00070,2025-11-12,3931.0,Web
C00071,2026-06-17,6426.0,Web
C00071,2026-07-05,4255.0,Web
C00072,2025-04-17,10465.0,App
C00072,2025-05-04,5498.0,Store
C00072,2025-06-12,8662.0,Web
C00072,2025-07-01,7555.0,Store
C00072,2025-07-29,3875.0,App
C00072,2025-08-08,13720.0,App
C00072,2025-08-30,4263.0,Web
C00072,2025-09-10,8170.0,Web
C00072,2025-09-23,8086.0,App
C00072,2025-10-07,7769.0,Web
C00072,2025-10-23,5933.0,Web
C00072,2025-11-28,9423.0,App
C00072,2025-12-11,4086.0,App
C00073,2025-03-10,5174.0,Web
C00073,2025-03-22,2641.0,Web
C00073,2025-04-22,1978.0,Web
C00073,2025-08-08,2611.0,Web
C00073,2025-08-24,971.0,Web
C00073,2025-10-25,2996.0,Web
C00073,2025-12-08,2930.0,App
C00073,2026-01-18,4584.0,Web
C00074,2026-06-26,2655.0,App
C00074,2026-07-03,4292.0,Web
C00075,2025-07-01,7576.0,Web
C00075,2025-07-14,4688.0,Store
C00075,2025-08-16,5450.0,Store
C00075,2025-09-30,4747.0,Web
C00075,2025-12-09,6479.0,Web
C00075,2026-01-12,3509.0,Web
C00075,2026-02-08,3114.0,Web
C00075,2026-03-15,3575.0,Web
C00075,2026-03-28,4803.0,Web
C00075,2026-04-11,4225.0,Web
C00075,2026-05-07,6132.0,App
C00075,2026-05-10,7778.0,Web
C00075,2026-05-29,3124.0,Web
C00075,2026-06-20,3441.0,Web
C00076,2026-07-04,5271.0,Store
C00076,2026-07-25,3172.0,Web
C00077,2026-07-01,7134.0,App
C00077,2026-07-22,4667.0,Web
C00078,2025-04-18,2258.0,Web
C00078,2025-05-21,5009.0,Web
C00078,2025-06-12,3355.0,Web
C00079,2025-07-11,3267.0,Web
C00079,2025-08-09,3331.0,App
C00079,2025-08-28,2195.0,Web
C00080,2025-03-11,3230.0,App
C00080,2025-03-22,5818.0,Store
C00080,2025-09-13,4260.0,Web
C00080,2025-11-15,2133.0,Store
C00081,2025-05-02,1301.0,App
C00081,2025-07-24,1784.0,App
C00081,2025-08-06,4158.0,App
C00082,2025-05-19,9792.0,App
C00082,2025-07-24,7233.0,Web
C00082,2025-09-30,4681.0,Web
C00082,2025-10-03,5718.0,Web
C00082,2025-10-13,6532.0,App
C00082,2025-10-30,7706.0,App
C00082,2025-11-23,5967.0,App
C00082,2025-12-15,5084.0,App
C00082,2026-01-02,4654.0,Web
C00082,2026-01-09,3958.0,Web
C00082,2026-02-05,6498.0,Web
C00083,2025-09-07,2794.0,App
C00083,2025-12-12,3731.0,Web
C00083,2025-12-19,2749.0,Web
C00083,2026-03-12,4674.0,App
C00084,2025-06-14,6319.0,Store
C00084,2025-07-27,2793.0,App
C00084,2025-08-25,5609.0,Web
C00084,2025-09-12,2809.0,Store
C00084,2025-11-10,2546.0,Web
C00084,2025-12-17,5079.0,Web
C00084,2026-01-14,5690.0,Web
C00084,2026-02-25,6625.0,Web
C00084,2026-03-28,5631.0,Web
C00085,2025-05-15,9047.0,Web
C00085,2025-05-24,9150.0,Web
C00085,2025-06-09,8618.0,App
C00085,2025-06-19,8652.0,Store
C00085,2025-06-22,8369.0,App
C00085,2025-06-28,13583.0,Web
C00085,2025-07-17,11068.0,Web
C00085,2025-07-23,5192.0,App
C00085,2025-08-21,9941.0,Web
C00085,2025-09-11,10283.0,App
C00085,2025-09-30,8402.0,Web
C00085,2025-10-16,11181.0,Web
C00085,2025-10-24,8037.0,App
C00085,2025-11-16,8072.0,Web
C00085,2025-11-24,7851.0,Store
C00085,2025-12-24,3713.0,Web
C00085,2026-02-02,7316.0,Web
C00085,2026-02-19,5955.0,Web
C00085,2026-03-28,4968.0,Web
C00085,2026-04-03,12430.0,Web
C00085,2026-04-24,8977.0,Web
C00085,2026-05-09,7447.0,App
C00085,2026-06-04,6175.0,App
C00085,2026-06-06,8347.0,Web
C00085,2026-07-01,10646.0,Web
C00085,2026-07-10,5634.0,Web
C00085,2026-07-25,7512.0,App
C00086,2025-06-06,4074.0,App
C00086,2025-06-25,6184.0,App
C00086,2025-09-23,2718.0,App
C00086,2025-10-03,4625.0,Web
C00086,2025-10-18,5073.0,Store
C00086,2026-01-20,7328.0,App
C00086,2026-01-27,2448.0,App
C00086,2026-03-09,4673.0,Web
C00086,2026-04-24,2990.0,Web
C00086,2026-06-14,5650.0,Web
C00087,2025-05-16,1605.0,App
C00087,2025-07-09,3645.0,Web
C00087,2025-10-21,1940.0,Web
C00087,2025-11-25,5003.0,App
C00088,2025-03-25,4407.0,App
C00088,2025-04-23,2087.0,App
C00088,2025-06-11,1459.0,Web
C00089,2025-04-23,6581.0,App
C00089,2025-08-03,3112.0,Web
C00089,2025-08-21,6036.0,App
C00089,2025-08-26,3730.0,App
C00089,2025-10-17,4646.0,App
C00089,2025-12-06,8135.0,Web
C00089,2025-12-19,6375.0,Web
C00089,2026-01-02,6346.0,Web
C00089,2026-03-02,9904.0,Web
C00089,2026-04-15,3483.0,Web
C00089,2026-05-11,3111.0,Web
C00089,2026-06-27,3458.0,Web
C00089,2026-08-07,4169.0,App
C00090,2025-04-13,3253.0,Web
C00090,2025-05-02,2783.0,Web
C00090,2025-06-04,1495.0,Web
C00091,2025-07-24,4867.0,Web
C00091,2025-09-21,5354.0,Web
C00091,2025-11-14,5873.0,Web
C00091,2025-12-01,2851.0,App
C00091,2025-12-30,4497.0,App
C00091,2026-02-15,9003.0,Web
C00091,2026-03-15,9163.0,Web
C00091,2026-04-02,6851.0,Web
C00091,2026-05-04,5283.0,App
C00091,2026-06-16,3088.0,App
C00091,2026-07-01,6153.0,Web
C00092,2025-03-21,1705.0,Web
C00092,2025-03-29,2635.0,Store
C00092,2025-05-10,2995.0,App
C00093,2025-03-08,4537.0,App
C00093,2025-03-25,6540.0,Web
C00093,2025-04-06,7309.0,Web
C00093,2025-05-13,7644.0,Web
C00093,2025-06-08,8314.0,Web
C00093,2025-06-15,9739.0,Web
C00093,2025-07-06,5537.0,Store
C00093,2025-08-07,5554.0,App
C00093,2025-08-15,11722.0,Store
C00093,2025-09-05,9240.0,Web
C00093,2025-09-30,6153.0,Web
C00093,2025-10-23,6795.0,Web
C00093,2025-11-02,6805.0,App
C00093,2025-11-16,7133.0,Web
C00093,2025-12-31,8324.0,App
C00094,2025-06-18,6609.0,Web
C00094,2025-06-19,5625.0,Web
C00094,2025-07-29,8471.0,App
C00094,2025-08-26,5809.0,App
C00094,2025-08-29,8075.0,App
C00094,2025-09-07,7125.0,Web
C00094,2025-09-26,6343.0,Web
C00094,2025-10-01,6289.0,Web
C00094,2025-10-29,5905.0,App
C00094,2025-11-14,3965.0,Web
C00094,2025-11-28,8066.0,Web
C00094,2025-12-19,7650.0,App
C00094,2026-01-10,9498.0,App
C00094,2026-02-02,5857.0,Web
C00095,2026-06-28,1764.0,Web
C00095,2026-07-13,3303.0,Web
C00096,2025-05-01,2013.0,App
C00096,2025-06-05,3918.0,Store
C00096,2025-07-15,791.0,App
C00097,2025-03-04,10493.0,Web
C00097,2025-03-17,9223.0,App
C00097,2025-04-12,10485.0,Web
C00097,2025-05-14,8653.0,Store
C00097,2025-09-02,8868.0,App
C00097,2025-09-23,8465.0,Web
C00097,2025-10-05,9560.0,App
C00097,2025-10-10,3733.0,Web
C00097,2025-10-29,4172.0,App
C00097,2025-11-17,5452.0,Web
C00097,2025-11-20,6741.0,App
C00098,2025-05-26,5240.0,App
C00098,2025-09-15,4836.0,Web
C00098,2025-10-22,4942.0,Web
C00098,2026-01-27,7796.0,Web
C00098,2026-03-05,3632.0,App
C00098,2026-04-25,4129.0,Web
C00099,2025-06-01,3686.0,Web
C00099,2025-08-23,3080.0,Web
C00099,2025-09-26,9839.0,App
C00099,2025-12-07,5562.0,Web
C00099,2026-01-21,5803.0,Web
C00099,2026-02-17,6572.0,Web
C00099,2026-03-06,6283.0,Web
C00099,2026-03-29,3913.0,Web
C00099,2026-05-23,5147.0,App
C00099,2026-06-18,4145.0,Web
C00100,2025-08-17,3114.0,Web
C00100,2025-09-09,1664.0,Web
C00100,2025-11-21,2434.0,App
C00100,2026-01-14,2789.0,Web
C00101,2025-07-25,2166.0,Web
C00101,2025-10-27,2795.0,App
C00101,2026-03-01,4492.0,App
C00102,2025-07-20,2172.0,App
C00102,2025-07-31,1432.0,App
C00102,2025-08-20,2469.0,App
C00103,2026-07-21,2213.0,Web
C00103,2026-08-14,5758.0,App
C00104,2025-08-11,4736.0,Web
C00104,2025-12-24,2846.0,Web
C00104,2026-02-22,4593.0,Store
C00104,2026-06-11,6815.0,App
C00105,2025-09-16,2729.0,Web
C00105,2026-03-19,2940.0,Web
C00106,2025-04-28,3365.0,App
C00106,2025-05-27,3876.0,Web
C00106,2025-10-29,2771.0,Web
C00106,2026-01-10,2836.0,Web
C00106,2026-03-06,6820.0,Web
C00107,2025-07-04,21683.0,App
C00107,2025-07-25,3184.0,Web
C00107,2025-08-04,8998.0,Store
C00107,2025-08-22,3746.0,Store
C00107,2025-08-28,8191.0,Web
C00107,2025-09-28,6562.0,Web
C00107,2025-10-26,7382.0,App
C00107,2025-10-30,5127.0,Web
C00107,2025-10-31,9271.0,Web
C00107,2025-11-03,4249.0,Web
C00108,2026-07-31,3619.0,App
C00109,2025-03-01,2394.0,Web
C00109,2025-03-22,6118.0,Web
C00109,2025-03-31,6264.0,Web
C00109,2025-06-28,4703.0,Web
C00109,2025-07-29,3262.0,Store
C00109,2025-07-31,3120.0,App
C00109,2025-08-29,6957.0,Web
C00109,2025-10-06,2522.0,Web
C00109,2025-11-15,7066.0,Web
C00109,2025-11-29,4320.0,Web
C00109,2026-01-07,4442.0,Web
C00109,2026-02-15,2331.0,App
C00109,2026-03-26,4353.0,App
C00109,2026-05-26,5900.0,Web
C00109,2026-06-09,2704.0,App
C00110,2025-08-05,4596.0,Web
C00110,2025-08-22,2945.0,Web
C00110,2025-12-08,2275.0,Store
